,Document,Topic,Name,Top_n_words,Probability,Representative_document
22733,what is it if not a vape?,10,10_vape_pen_pens_thought,vape - pen - pens - thought - witnessed - dmt - vapers - merchant - keeper - new,1,FALSE
22773,rt : veo cualquier persona con vape,10,10_vape_pen_pens_thought,vape - pen - pens - thought - witnessed - dmt - vapers - merchant - keeper - new,0.671886209,FALSE
22816,rt : i got the one with the vape,10,10_vape_pen_pens_thought,vape - pen - pens - thought - witnessed - dmt - vapers - merchant - keeper - new,0.786068381,FALSE
162,"rt : staying in tonight with pizza, rum and coke, and smoke",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.544747596,FALSE
370,"rt : lets smoke and f**k all day! sundays are for relaxation, let me take care of you babe! kik:bossyqueen_34 $bossyque",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.931210158,FALSE
1416,"rt : smoke em if you got em, folks. its officially the weekend.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.535584183,FALSE
1582,can you do any meet and greet in chicago for patreon members?! lets get brunch and hit the vape!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.496036767,FALSE
1745,rt : every day is a perfect day to smoke,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.474836436,FALSE
2758,rt : its :48am and i need a smoke.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.498126974,FALSE
2771,where yall hoes going to be tonight? pearl? lets smoke,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.482564362,FALSE
3181,"rt : late night post but i gotta ask, smoke sesh in the desert?",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.488783914,FALSE
3227,rt : good morning from the farm! morning smoke!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
3748,rt : good morning #smoke #smokingfetish #humanashtray,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.575708166,FALSE
3762,"thankful for a family full of stoners so i don't have to hide who i am. they get insulted if i go outside to smoke, like ""you aren't gonna share with everyone???""",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.484254648,FALSE
3763,happy thanksgiving from all of us here at smoke guard! we are so thankful for you.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.534383789,FALSE
3830,"&amp; i feel exactly the same about &amp; . we are also staying lifted with the same vape &amp; some thankfully from . it's a blessed day, thankful for so much. hope you have a wonderful thanksgiving julia",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.617252523,FALSE
3847,rt : happy thanksgiving! i wish i could smoke one with each and everyone of you!!!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.617252523,FALSE
3857,happy thanksgiving to everybody stealing a smoke behind the garage right now. you know who you are.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.554608321,FALSE
3880,abt to have take a silly lil mid thanksgiving smoke break with my siblings i love family bonding time,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.487395491,FALSE
3943,rt : smoke signals say lets go! happy thanksgiving!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.803381944,FALSE
4186,"rt : ""afternoon vibes it's smoke something saturday #terps",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.540617684,FALSE
4269,rt : gm morning community #shibarmy have beautiful weekend like community $shib moroccan #kaftans dress #smoke #tr,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.877388318,FALSE
5045,thx my smoke ! angel benj says i get the st prize for st decorated . i get it every yr now,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.592441719,FALSE
5267,rt : good morning! dont forget to smoke a cigarette immediately,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.635641289,FALSE
6086,rt : good morninggg! happy hump day! hope yall are having a beautiful day wherever you be. the rules are simple. smoke good,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
6378,rt : good morning! let's have a smoke.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,TRUE
6496,rt : its friday so smoke em if you got em!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.623802697,FALSE
6641,"rt : let's just chill,smoke some of that marvelous maryjane and enjoy this fabulous friday stoner family! stay greened, stay lift",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.599338268,FALSE
6891,my friend smoke . how's your weekend going? hope you're enjoying the weekend with relaxation my friend,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.495926311,FALSE
6952,rt : guess ill smoke my morning blunt w/ this morning,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.610795,FALSE
7273,"rt : tuesday at the door it's that time of the week again! roll one, smoke one, and get ready to dive into all things chad",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.710188964,FALSE
7359,some #cola flavour for the sunday day hope every one is fine and wish you a wonderful day fam. #ating #atingvape #daniela_ltd #atingbar #lifestyle #vapelifestyle #cloudchaser #dampfen #vapelife #pod #podsystem #enjoy #satisfy #disposable #recycle #vapestick #dampfstick,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.825612225,FALSE
7513,rt : good morning! how about a #humpday smoke? #smokingfetish,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.688116891,FALSE
7657,"jj""&lt;avec placard&gt; #fourtwenty now even if i don't smoke pot a lot of my friends do.. so i'm doing this for them and hoping they're having a great day """,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.585110814,FALSE
7719,rt : happy #jollyszn smoke something nice today #ganggang,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.82216558,FALSE
7795,"thanks eh much appreciated. ps: sorry you having a bad day! sit back, have a brewski and smoke some good old bc bud",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.587184701,FALSE
7874,rt : happy friday i hope yall smoke fat this weekend,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,TRUE
7886,"rt : good morning, dudes!! smoke some weed, grab a coffee, and get on your meat.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
8179,rt : i like waking up in the middle of the night to smoke,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
8527,"rt : let's just chill,smoke some of that marvelous maryjane and enjoy this wonderful tuesday stoner family! stay greened, stay li",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.615072637,FALSE
8783,"guess what ?? yeah, it's puff puff wednesday !! roll it, light it, smoke it, pass it i nominate and all pond !! #ribbit",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.879408149,FALSE
9056,"rt : good morning, its day ! today, we have $50 gcs from tommys and smoke n barrel! to enter, just: ) share this post )",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.899173527,FALSE
9380,"rt : let's just chill,smoke some of that marvelous maryjane and enjoy this fabulous saturday stoner family! stay greened, stay li",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.64668459,FALSE
10006,with a morning smoke also.... definite,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.547106908,FALSE
10602,"rt : greetings, my fellow ct bros !! guess what ?? it's puff puff wednesday !! roll it, light it, smoke it &amp; pass it",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.967712349,FALSE
11422,"rt : it's #fantasyindiesjanuary, day , free friday! here's a snippet from slipper in the smoke. i just reached k!",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.588610951,FALSE
11457,"another #smoke free &amp; #alcohol free day in the books. enjoy your weekend, whatever youre up to",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.588511467,FALSE
11527,early morning smoke seshh with miss luna,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.560699804,FALSE
11740,"rt : even pepe is on that saitapro smoke,what are you waiting for? download saitapro and enjoy your sunday like pepe. #saitama",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.689719196,FALSE
11880,rt : happy monday! smoke a big blunt and conquer the day!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
11905,"it's raining here, so it's a watch netflix &amp; smoke kinda day. hope you enjoy your monday!",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
12591,good morning momma smoke something,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
12990,rt : i like this one better! good morning time to smoke,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
13022,"rt : good morning everyone, i need a smoke and a beer.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.495434191,FALSE
13143,morning smoke sesh?,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.510278186,FALSE
15000,"rt : yoyo, people!! puff puff wednesday it is!! roll it, light it, smoke it, pass it i nominate",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.807485618,FALSE
15277,"rt : hey guys smoke sesh time i hope youre having a lovely thursday~ im unwinding, being silly puff puff pass to",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.71726188,FALSE
15498,rt : happy friday everyone!!! smoke time!!!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
15581,"rt : good morning, woke up ready to smoke",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
15608,rt : happy saturday beautiful bbs &lt;33 here's a lil smoke n boobi for u &lt;33 #nsfwtwt #nsfw #nsfwtwt #horny #stoner,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.667716418,FALSE
15774,good morning world i hope everyone day is great n if its not smoke a blunt,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.580293205,TRUE
15775,"happy sunday yall! smoke good, make good parlays and stay out the way!!!",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.986942364,FALSE
15793,rt : its still a kinda sunday! #scally #scallychav #chav #pvc #mrriegillio #pvctrackie #smoke #smokinglad #glove,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
16039,rt : good morning! let's have a smoke together.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.680463087,FALSE
16092,rt : every morning is a perfect time to smoke your cannabis.,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.483231313,FALSE
16140,"rt : its weekend yall, have you bought your sleek yet? be a sleek on a saturday by vaping a sleek. get yours now #liquo",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.751697717,FALSE
16169,rt : make today the day you quit smoking. at the very least make it the day where you dont smoke in the faces of non smokers,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.490877329,FALSE
16411,"thanks fam puff puff wednesday it is!! roll it, light it, smoke it, pass it",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.898031345,FALSE
17070,"ngl - i've always enjoyed having a smoke outside when the world is quiet (5am onwards) and a) the mornings are getting brighter, and ) it's proper frosty out today. like, ice-on-cars frosty. wtf lads.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.626263945,FALSE
17072,"happy sunday.. stay safe, avoid violence and smoke good. peace out",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.98995685,FALSE
17950,"rt : morning fucktards submit to your mistress and fund her morning smoke. now open wide,its ash collection day",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
17966,rt : busiest day of the week and there is a smell of smoke in our attic. it doesnt seem serious at this point. will keep you,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.570066093,FALSE
18254,"rt : saturday live at the fuck house nc. its going down dm ya boy. smoke room, mini bar, dark room and all",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.601792601,FALSE
18460,"rt : today i will not think about tomorrow (work). i will smoke weed, dance naked, and enjoy myself. happy sunday everyone",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.484712895,FALSE
18573,rt : it's just another #meridianmonday... with chariot number forming a service to the big smoke last week. have a nice day a,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.541074698,FALSE
18634,rt : happy monday kings &amp; queens smoke some weed about it it will be okay,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.732602213,FALSE
19103,"good morning beautiful friends. today is my last day of work for the week. four days off. time to see some old friends and smoke the pipe together in ceremony. i hope your day goes without a hitch but if it does have one, i think you got it covered",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.688609516,FALSE
19358,"gm my friends a great friday to everyone! i'm taking advantage of the cold and sunny day to smoke my cigarette near the pier, does anyone else like this vibes?",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.480489434,FALSE
19435,rt : friday high day! rt if you wanna smoke with me! #nsfw #nsfwtwt #hotwife #milf #bbw #pawg #thicc #chubby #chubbychasers,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.821869871,FALSE
19525,rt : good morning &amp; happy saturday everyone smoke up &amptay hydrated,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
19864,gm smoke! have a great monday!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
19907,rt : smoke and chill kind of day happy sunday!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.878369296,FALSE
20038,"woke up to pee, its :20 so smoke break",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.546866029,FALSE
20049,"good morning, potter and my amazing friend smoke . happy tuesday to you both",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.65713331,FALSE
20149,rt : its always them mornings after a good smoke session!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
20656,"good afternoon, my friend smoke . happy #tgif friday to you, my friend",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.550598254,FALSE
20772,"rt : yall aint even ready for all this big tiddy smoke happy saturday, where all my car people at h",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.733403112,FALSE
20885,a long saturday night smoke sesh || happy birthday !discord,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.526696832,FALSE
20992,rt : a different type of morning smoke! i really enjoy this type of smoke!,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.691139813,FALSE
21220,rt : hello hope you're having a beautiful day. i call this: smoke hope you enjoy,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.791078044,FALSE
21288,"rt : the most beautiful thing is the smoke, but what i can't get enough of is the human world. hello, spring comes as scheduled.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.561097388,FALSE
21453,"rt : gooooood morning my dear friends!!! have a coooooool wednesday enjoy it!!! calm, love and smoke in peace! https://",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.855126684,FALSE
21644,rt : happy friday !!! smoke it if you got it !,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
22287,"na li if you like. bath together, smoke together, do tom and jerry, visit each other family, get belle, and all. person wey go serve you breakfast go serve am.",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.47612629,FALSE
22839,"replacing the smoke on your face with a smile, regular practice of guru siyag siddhayoga disclosed by kalki avatar guru siyag will replace smoking and illness in your life with happiness tomorrow. #nosmokingdayquitandwin",17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,0.554601862,FALSE
22861,rt : hope your having a happy ass monday loves! new vid &amp; pics of this sesh up on of! . . . #cigarette #smoke #smokingfetis,17,17_morning_happy_saturday_enjoy,morning - happy - saturday - enjoy - day - friday - hope - good - puff - weekend,1,FALSE
289,"in the trial, scientists in canada where recreational use is legal gave otherwise healthy volunteers who smoked cannabis frequently a 'vape' containing the drug. a ""vape"" is cut with chemicals and has a thc of around %. not the same as smoking a bowl.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.227377503,FALSE
366,"rt : whether you smoke marijuana legally, illegally, medically or recreationally. show some love &amp; , rt this or do both for me",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.364610479,FALSE
780,smoke a cannabis joint,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.570899706,TRUE
869,"vape canisters containing cannabis oil death sentence a bit too lenient, dont you think?",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.196322823,FALSE
901,"literally alcohol is worst than marijuana. it's not stopping it, just making it worst as people have to go out of their way just to smoke a harmless plant.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.240092762,FALSE
1116,i am not aloud to smoke cbd cannabis but get pharmamedication for free,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,FALSE
1184,uber allows customers to smoke weed and do drugs in peoples vehicles while they're driving and they get away with it but as soon as you report it they shut down your account not the criminals,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.787569231,FALSE
1612,-12-2022 cannabis corner one of the best; one of the first great deals on house vape and medibles,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.438160408,FALSE
1725,"sunday blaze i love you mary jane! check out our marijuana cannabis cbd thc edible vape whatsapp delivery ubereats style delivery , , , , #420pv",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.41621584,FALSE
2256,rt : get paid to smoke cannabis: british researchers launch trial to examine drugs effect,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.526469428,FALSE
2324,harry potter should of been allowed to smoke marijuana,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.938933402,FALSE
3112,"its cannabis. there was a story on this morning. at the end of a story about cooking with cannabis, a graphic noted that more americans smoke cannabis than cigarettes. and % do edibles.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.390225926,FALSE
3283,rt : vaping elf bar and cannabis,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.253390884,FALSE
3288,"rt : you'll never see me smoking with anyone that views it as a competition. we smoke cannabis daily for many reasons, comp",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.741348711,FALSE
3372,this happens when smoke too much marihuana,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.59822619,FALSE
3794,rt : uk residents can be paid to smoke cannabis british researchers launch pioneering trial to examine cannabis effect on brain,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.388872532,FALSE
4575,rt : wow: a new gallup poll shows that young americans are now more than twice as likely to smoke marijuana than cigarettes. htt,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.293203337,FALSE
4588,rt : help support cannabis legalization by purchasing a vape apes nft. % mint cost is donated directly to norml % will be u,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.407818793,FALSE
4608,"i went to nft az, was the st ever cannabis friendly event at a cannabis friendly hotel. it was wow! lots of amazing speakers, dancing, food, cold pressed juices and smoke rooms.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.384320953,FALSE
4663,"rt : cannabis free herbal smoke blends, for ritual purposes.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.186784303,FALSE
4679,rt : did you know that vaping cannabis can be harmful to your lungs? it can expose your lungs to some of the same chemicals pr,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.203120977,FALSE
4888,everybody knows obi as acholic company obi don't do hard drugs sale or smoke drugs tinubu his a drugs dealer drug baron smoking drugs,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.318483578,FALSE
5236,rt : gm cannabis community who is ready for a wake n bake today? what does a wake and bake mean? to smoke marijuana soon aft,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.238691768,FALSE
5258,smoke some cannabis.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,TRUE
5329,"my research suggests that the vast majority of people who think marijuana smoke isn't damaging their lungs don't exist! since we're just being anecdotal and absurd, i've been smoking/surrounded by stoners for close to decades and i've never met a single idiot who thinks that.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.281601185,FALSE
5742,"if marijuana can cause cancer, then why are doctors across america taking disabled off their pain meds and telling them to smoke pot? seems doctors forgo their hippocratic oath, and are determined to end disabled lives before their time.. but why? are we being culled?",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.458678633,FALSE
6131,friendly reminder that if you smoke marijuana daily or close to it you should let your anesthesiologist know this.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.878359372,FALSE
6541,"canada has gone to pot, as has soaked the country with migrants. woke attitudes are very prevalent and people are now permitted to smoke cannabis freely.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,FALSE
6564,is the % cannabis what you smoke or what you're invested in? ha jk. i actually like tesla. it's the only car company that doesn't go crying to the govt for bailouts. if that doesn't speak volumes i'm not sure what does.,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.426139522,FALSE
7777,"friend used to be an executive at one of the bigger california cannabis companies, told me its a complete vice industry, even more so than alcohol. iirc % of legal cannabis consumed in ca is done so by ppl who are functionally addicts and smoke weed basically all day every day",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.655309145,FALSE
8239,"you can be an educated, intellegent person, and still smoke marijuana.",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.577481793,FALSE
8449,dopex #glamor---your ultimate cannabis vape hardware solution for more information&gt;&gt; #dopex #cbdvape #delta8 #cannabis #cannabisindustry #hemp #vaping #420life,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.40494493,FALSE
8486,"smoke signals: a social history of marijuana - medical, recreational, and scientific w49qc1",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,1,FALSE
8779,rt : its cannabis wagon wednesday smoke cannabis and show us #cannabiswagonwednesdays #cannabis #cannabiscommunity #l,18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.453665231,FALSE
9248,"every time i look at marijuana, i can feel it asking me ""if you can't smoke me, who will?""",18,18_cannabis_marijuana_drugs_legal,cannabis - marijuana - drugs - legal - drug - consume - cannacoin - law - inu - legalization,0.746776407,FALSE
